date      ,team,rank             ,players
2022-02-28,18  ,MOUZ             ,"['dexter', 'frozen', 'torzsi', 'Bymas']"
2022-02-28,19  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-02-28,20  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-02-28,21  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-02-28,22  ,Extra Salt       ,"['MarKE', 'JT', 'floppy', 'FaNg']"
2022-02-28,23  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-02-28,24  ,BLINK            ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-02-28,25  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'xfl0ud']"
2022-02-28,26  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-']"
2022-02-28,27  ,DBL PONEY        ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-02-28,28  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-02-28,29  ,paiN             ,"['PKL', 'NEKIZ', 'hardzao', 'biguzera', 'saffee']"
2022-02-28,30  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-03-07,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-03-07,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-03-07,3   ,Vitality         ,"['apEX', 'ZywOo', 'misutaaa', 'Kyojin']"
2022-03-07,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'AMANEK', 'nexa']"
2022-03-07,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-03-07,6   ,Ninjas in Pyjamas,"['device', 'es3tag', 'REZ', 'hampus', 'Plopski']"
2022-03-07,7   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-03-07,8   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-03-07,9   ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-03-07,10  ,FURIA            ,"['arT', 'yuurih', 'VINI', 'KSCERATO', 'drop']"
2022-03-07,11  ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-03-07,12  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-03-07,13  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-03-07,14  ,ENCE             ,"['Snappi', 'doto', 'dycha', 'hades', 'Spinx']"
2022-03-07,15  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-03-07,16  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-03-07,17  ,OG               ,"['valde', 'Aleksib', 'niko', 'mantuu', 'flameZ']"
2022-03-07,18  ,MOUZ             ,"['dexter', 'frozen', 'torzsi', 'Bymas']"
2022-03-07,19  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-03-07,20  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-03-07,21  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-03-07,22  ,Extra Salt       ,"['MarKE', 'JT', 'floppy', 'FaNg']"
2022-03-07,23  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-03-07,24  ,BLINK            ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-03-07,25  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'xfl0ud']"
2022-03-07,26  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-']"
2022-03-07,27  ,DBL PONEY        ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-03-07,28  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-03-07,29  ,paiN             ,"['PKL', 'NEKIZ', 'hardzao', 'biguzera', 'saffee']"
2022-03-07,30  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-03-14,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-03-14,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-03-14,3   ,Vitality         ,"['apEX', 'ZywOo', 'misutaaa', 'Kyojin']"
2022-03-14,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'AMANEK', 'nexa']"
2022-03-14,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-03-14,6   ,Ninjas in Pyjamas,"['device', 'es3tag', 'REZ', 'hampus', 'Plopski']"
2022-03-14,7   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-03-14,8   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-03-14,9   ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-03-14,10  ,FURIA            ,"['arT', 'yuurih', 'VINI', 'KSCERATO', 'drop']"
2022-03-14,11  ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-03-14,12  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-03-14,13  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-03-14,14  ,ENCE             ,"['Snappi', 'doto', 'dycha', 'hades', 'Spinx']"
2022-03-14,15  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-03-14,16  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-03-14,17  ,OG               ,"['valde', 'Aleksib', 'niko', 'mantuu', 'flameZ']"
2022-03-14,18  ,MOUZ             ,"['dexter', 'frozen', 'torzsi', 'Bymas']"
2022-03-14,19  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-03-14,20  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-03-14,21  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-03-14,22  ,Extra Salt       ,"['MarKE', 'JT', 'floppy', 'FaNg']"
2022-03-14,23  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-03-14,24  ,BLINK            ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-03-14,25  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'xfl0ud']"
2022-03-14,26  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-']"
2022-03-14,27  ,DBL PONEY        ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-03-14,28  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-03-14,29  ,paiN             ,"['PKL', 'NEKIZ', 'hardzao', 'biguzera', 'saffee']"
2022-03-14,30  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-03-21,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-03-21,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-03-21,3   ,Vitality         ,"['apEX', 'ZywOo', 'misutaaa', 'Kyojin']"
2022-03-21,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'AMANEK', 'nexa']"
2022-03-21,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-03-21,6   ,Ninjas in Pyjamas,"['device', 'es3tag', 'REZ', 'hampus', 'Plopski']"
2022-03-21,7   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-03-21,8   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-03-21,9   ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-03-21,10  ,FURIA            ,"['arT', 'yuurih', 'VINI', 'KSCERATO', 'drop']"
2022-03-21,11  ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-03-21,12  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-03-21,13  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-03-21,14  ,ENCE             ,"['Snappi', 'doto', 'dycha', 'hades', 'Spinx']"
2022-03-21,15  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-03-21,16  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-03-21,17  ,OG               ,"['valde', 'Aleksib', 'niko', 'mantuu', 'flameZ']"
2022-03-21,18  ,MOUZ             ,"['dexter', 'frozen', 'torzsi', 'Bymas']"
2022-03-21,19  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-03-21,20  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-03-21,21  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-03-21,22  ,Extra Salt       ,"['MarKE', 'JT', 'floppy', 'FaNg']"
2022-03-21,23  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-03-21,24  ,BLINK            ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-03-21,25  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'xfl0ud']"
2022-03-21,26  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-']"
2022-03-21,27  ,DBL PONEY        ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-03-21,28  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-03-21,29  ,paiN             ,"['PKL', 'NEKIZ', 'hardzao', 'biguzera', 'saffee']"
2022-03-21,30  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-03-28,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-03-28,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-03-28,3   ,Vitality         ,"['apEX', 'ZywOo', 'misutaaa', 'Kyojin']"
2022-03-28,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'AMANEK', 'nexa']"
2022-03-28,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-03-28,6   ,Ninjas in Pyjamas,"['device', 'es3tag', 'REZ', 'hampus', 'Plopski']"
2022-03-28,7   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-03-28,8   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-03-28,9   ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-03-28,10  ,FURIA            ,"['arT', 'yuurih', 'VINI', 'KSCERATO', 'drop']"
2022-03-28,11  ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-03-28,12  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-03-28,13  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-03-28,14  ,ENCE             ,"['Snappi', 'doto', 'dycha', 'hades', 'Spinx']"
2022-03-28,15  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-03-28,16  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-03-28,17  ,OG               ,"['valde', 'Aleksib', 'niko', 'mantuu', 'flameZ']"
2022-03-28,18  ,MOUZ             ,"['dexter', 'frozen', 'torzsi', 'Bymas']"
2022-03-28,19  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-03-28,20  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-03-28,21  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-03-28,22  ,Extra Salt       ,"['MarKE', 'JT', 'floppy', 'FaNg']"
2022-03-28,23  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-03-28,24  ,BLINK            ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-03-28,25  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'xfl0ud']"
2022-03-28,26  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-']"
2022-03-28,27  ,DBL PONEY        ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-03-28,28  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-03-28,29  ,paiN             ,"['PKL', 'NEKIZ', 'hardzao', 'biguzera', 'saffee']"
2022-03-28,30  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-04-04,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-04-04,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-04-04,3   ,Vitality         ,"['apEX', 'ZywOo', 'misutaaa', 'Kyojin']"
2022-04-04,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'AMANEK', 'nexa']"
2022-04-04,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-04-04,6   ,Ninjas in Pyjamas,"['device', 'es3tag', 'REZ', 'hampus', 'Plopski']"
2022-04-04,7   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-04-04,8   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-04-04,9   ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-04-04,10  ,FURIA            ,"['arT', 'yuurih', 'VINI', 'KSCERATO', 'drop']"
2022-04-04,11  ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-04,12  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-04-04,13  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-04-04,14  ,ENCE             ,"['Snappi', 'doto', 'dycha', 'hades', 'Spinx']"
2022-04-04,15  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-04-04,16  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-04-04,17  ,OG               ,"['valde', 'Aleksib', 'niko', 'mantuu', 'flameZ']"
2022-04-04,18  ,MOUZ             ,"['dexter', 'frozen', 'torzsi', 'Bymas']"
2022-04-04,19  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-04-04,20  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-04-04,21  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-04,22  ,Extra Salt       ,"['MarKE', 'JT', 'floppy', 'FaNg']"
2022-04-04,23  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-04-04,24  ,BLINK            ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-04-04,25  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'xfl0ud']"
2022-04-04,26  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-']"
2022-04-04,27  ,DBL PONEY        ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-04,28  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-04-04,29  ,paiN             ,"['PKL', 'NEKIZ', 'hardzao', 'biguzera', 'saffee']"
2022-04-04,30  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-04-11,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-04-11,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-04-11,3   ,Vitality         ,"['apEX', 'ZywOo', 'misutaaa', 'Kyojin']"
2022-04-11,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'AMANEK', 'nexa']"
2022-04-11,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-04-11,6   ,Ninjas in Pyjamas,"['device', 'es3tag', 'REZ', 'hampus', 'Plopski']"
2022-04-11,7   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-04-11,8   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-04-11,9   ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-04-11,10  ,FURIA            ,"['arT', 'yuurih', 'VINI', 'KSCERATO', 'drop']"
2022-04-11,11  ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-11,12  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-04-11,13  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-04-11,14  ,ENCE             ,"['Snappi', 'doto', 'dycha', 'hades', 'Spinx']"
2022-04-11,15  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-04-11,16  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-04-11,17  ,OG               ,"['valde', 'Aleksib', 'niko', 'mantuu', 'flameZ']"
2022-04-11,18  ,MOUZ             ,"['dexter', 'frozen', 'torzsi', 'Bymas']"
2022-04-11,19  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-04-11,20  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-04-11,21  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-11,22  ,Extra Salt       ,"['MarKE', 'JT', 'floppy', 'FaNg']"
2022-04-11,23  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-04-11,24  ,BLINK            ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-04-11,25  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'xfl0ud']"
2022-04-11,26  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-']"
2022-04-11,27  ,DBL PONEY        ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-11,28  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-04-11,29  ,paiN             ,"['PKL', 'NEKIZ', 'hardzao', 'biguzera', 'saffee']"
2022-04-11,30  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-04-18,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-04-18,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-04-18,3   ,Vitality         ,"['apEX', 'ZywOo', 'misutaaa', 'Kyojin']"
2022-04-18,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'AMANEK', 'nexa']"
2022-04-18,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-04-18,6   ,Ninjas in Pyjamas,"['device', 'es3tag', 'REZ', 'hampus', 'Plopski']"
2022-04-18,7   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-04-18,8   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-04-18,9   ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-04-18,10  ,FURIA            ,"['arT', 'yuurih', 'VINI', 'KSCERATO', 'drop']"
2022-04-18,11  ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-18,12  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-04-18,13  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-04-18,14  ,ENCE             ,"['Snappi', 'doto', 'dycha', 'hades', 'Spinx']"
2022-04-18,15  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-04-18,16  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-04-18,17  ,OG               ,"['valde', 'Aleksib', 'niko', 'mantuu', 'flameZ']"
2022-04-18,18  ,MOUZ             ,"['dexter', 'frozen', 'torzsi', 'Bymas']"
2022-04-18,19  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-04-18,20  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-04-18,21  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-18,22  ,Extra Salt       ,"['MarKE', 'JT', 'floppy', 'FaNg']"
2022-04-18,23  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-04-18,24  ,BLINK            ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-04-18,25  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'xfl0ud']"
2022-04-18,26  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-']"
2022-04-18,27  ,DBL PONEY        ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-18,28  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-04-18,29  ,paiN             ,"['PKL', 'NEKIZ', 'hardzao', 'biguzera', 'saffee']"
2022-04-18,30  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-04-25,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-04-25,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-04-25,3   ,Vitality         ,"['apEX', 'ZywOo', 'misutaaa', 'Kyojin']"
2022-04-25,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'AMANEK', 'nexa']"
2022-04-25,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-04-25,6   ,Ninjas in Pyjamas,"['device', 'es3tag', 'REZ', 'hampus', 'Plopski']"
2022-04-25,7   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-04-25,8   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-04-25,9   ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-04-25,10  ,FURIA            ,"['arT', 'yuurih', 'VINI', 'KSCERATO', 'drop']"
2022-04-25,11  ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-25,12  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-04-25,13  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-04-25,14  ,ENCE             ,"['Snappi', 'doto', 'dycha', 'hades', 'Spinx']"
2022-04-25,15  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-04-25,16  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-04-25,17  ,OG               ,"['valde', 'Aleksib', 'niko', 'mantuu', 'flameZ']"
2022-04-25,18  ,MOUZ             ,"['dexter', 'frozen', 'torzsi', 'Bymas']"
2022-04-25,19  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-04-25,20  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-04-25,21  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-25,22  ,Extra Salt       ,"['MarKE', 'JT', 'floppy', 'FaNg']"
2022-04-25,23  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-04-25,24  ,BLINK            ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-04-25,25  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'xfl0ud']"
2022-04-25,26  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-']"
2022-04-25,27  ,DBL PONEY        ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-25,28  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-04-25,29  ,paiN             ,"['PKL', 'NEKIZ', 'hardzao', 'biguzera', 'saffee']"
2022-04-25,30  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-05-02,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-05-02,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-05-02,3   ,Vitality         ,"['apEX', 'ZywOo', 'misutaaa', 'Kyojin']"
2022-05-02,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'AMANEK', 'nexa']"
